APT_CODE,APT_NAME,GOOGLE_NAME,RATING,NB_REVIEW
NCE,COTE D'AZUR AIRPORT,Nice Côte d'Azur Airport,3.9,13601
PIT,PITTSBURGH INTERNATIONAL AIRPORT,Pittsburgh International Airport,4.4,8218
IND,INDIANAPOLIS INTERNATIONAL AIRPORT,Indianapolis International Airport,4.5,10884
PRG,RUZYNE INTERNATIONAL AIRPORT,Václav Havel Airport Prague,4.2,31220
CLE,HOPKINS INTERNATIONAL AIRPORT,Cleveland Hopkins International Airport,4.0,8341
LTN,LUTON AIRPORT,London Luton Airport,3.4,21966
CMH,JOHN GLENN INTERNATIONAL AIRPORT,John Glenn Columbus International Airport,4.3,6738
RSW,SOUTHWEST FLORIDA INTL AIRPORT,Southwest Florida International Airport,4.5,9593
STR,STUTTGART AIRPORT,Stuttgart Airport,3.9,15640
EDI,EDINBURGH AIRPORT,Edinburgh Airport,3.5,17408
WAW,FREDERIC CHOPIN AIRPORT,Lotnisko Chopina Warszawa,4.2,42969
LIN,LINATE AIRPORT,Milan Linate Airport,4.2,17254
CGN,COLOGNE/BONN AIRPORT,Cologne Bonn Airport,3.5,19409
MKE,GENERAL MITCHELL INTERNATIONAL AIRPORT,Milwaukee Mitchell International Airport,4.4,5060
SJU,LUIS MUNOZ MARIN INTERNATIONAL AIRPORT,Luis Munoz Marin International Airport,4.3,20303
BUD,LISZT FERENC INTERNATIONAL AIRPORT,Budapest Ferenc Liszt International Airport,4.1,31854
OTP,OTOPENI INTERNATIONAL AIRPORT,Bucharest Henri Coandă International Airport,3.7,37260
BGY,BERGAMO/ORIO AL SERIO AIRPORT,Il Caravaggio International Airport,3.7,30621
LYS,ST-EXUPERY AIRPORT,Lyon-Saint Exupéry Airport,3.5,14320
ALC,ALICANTE AIRPORT,Alicante-Elche Miguel Hernández Airport,4.3,23161
BHX,BIRMINGHAM AIRPORT,Birmingham Airport,3.4,15003
YEG,EDMONTON INTERNATIONAL AIRPORT,Edmonton International Airport,4.1,5931
MRS,MARSEILLE AIRPORT,Marseille Provence Airport,3.3,13558
VCE,MARCO POLO AIRPORT,Venice Marco Polo Airport,3.8,19284
ABQ,INTERNATIONAL SUNPORT AIRPORT,Albuquerque International Sunport,4.4,4582
TLS,BLAGNAC AIRPORT,Toulouse-Blagnac Airport,3.9,9718
LPA,GRAN CANARIA AIRPORT,Gran Canaria Airport,4.2,20612
BDL,BRADLEY INTERNATIONAL AIRPORT,Bradley International Airport,4.4,6297
GLA,GLASGOW INTERNATIONAL AIRPORT,Glasgow Airport,4.0,6316
JAX,JACKSONVILLE INTERNATIONAL AIRPORT,Jacksonville International Airport,4.5,7631
SXF,SCHOENEFELD AIRPORT,Berlin Schönefeld Airport,2.6,9114
OPO,PORTO AIRPORT,Francisco Sá Carneiro Airport,4.4,30603
PBI,PALM BEACH INTERNATIONAL AIRPORT,Palm Beach International Airport,4.5,5515
BUR,BOB HOPE AIRPORT,Hollywood Burbank Airport,4.4,5079
BGO,FLESLAND AIRPORT,Bergen Airport,4.3,5071
OGG,KAHULUI AIRPORT,Kahului Airport,4.0,4449
ANC,TED STEVENS INTERNATIONAL AIRPORT,Ted Stevens Anchorage International Airport,4.5,4185
BUF,BUFFALO NIAGARA INTERNATIONAL AIRPORT,Buffalo Niagara International Airport,4.4,4208
CVG,NORTHERN KENTUCKY INTERNATIONAL AIRPORT,Cincinnati/Northern Kentucky International Airport,4.3,7400
ONT,ONTARIO INTERNATIONAL AIRPORT,Ontario International Airport,4.5,8616
BLQ,GUGLIELMO MARCONI AIRPORT,Bologna Guglielmo Marconi Airport,3.3,24271
CTA,FONTANAROSSA AIRPORT,Vincenzo Bellini Catania Airport,3.4,25164
BSL,EUROAIRPORT SWISS,EuroAirport Basel-Mulhouse-Freiburg,3.8,12836
OKC,WILL ROGERS AIRPORT,Will Rogers International Airport,4.4,4535
OMA,EPPLEY AIRFIELD,Omaha Airport Authority,4.5,1960
CRL,BRUSSELS S. CHARLEROI AIRPORT,Brussels South Charleroi Airport,3.1,23632
TFS,TENERIFE-SUR,Tenerife South Airport,4.0,18538
RNO,RENO/TAHOE INTERNATIONAL AIRPORT,Reno-Tahoe International Airport,4.3,3707
GOT,LANDVETTER AIRPORT,Gothenburg-Landvetter Airport,4.2,7105
KBP,BORYSPIL INTERNATIONAL  AIRPORT,Boryspil International Airport,4.2,18058
SVG,SOLA AIRPORT,Stavanger Airport,4.3,1937
NAP,CAPODICHINO AIRPORT,Naples International Airport,3.7,21106
YOW,MACDONALD-CARTIER INTL AIRPORT,Ottawa International Airport,4.2,4440
TRD,VAERNES AIRPORT,"Trondheim Airport, Værnes",4.3,2523
PVD,T.F. GREEN STATE AIRPORT,Rhode Island T.F. Green International Airport,4.5,3461
RIX,RIGA INTERNATIONAL AIRPORT,Riga Airport,4.3,13977
BRS,BRISTOL AIRPORT,Bristol Airport,3.4,11462
IBZ,IBIZA AIRPORT,Ibiza Airport,4.1,8726
BOD,BORDEAUX AIRPORT,Bordeaux Airport,3.0,16982
HAJ,HANNOVER AIRPORT,Hannover Airport,3.6,8898
LCY,CITY AIRPORT,London City Airport,4.2,5737
ELP,EL PASO INTERNATIONAL AIRPORT,El Paso International Airport,4.5,4660
SKG,MAKEDONIA AIRPORT,Thessaloniki Airport Makedonia,4.3,16415
FAO,FARO AIRPORT,Faro International Airport,3.8,12763
MEM,MEMPHIS INTERNATIONAL AIRPORT,Memphis International Airport,4.1,5998
TIJ,A.L. RODRIGUEZ INTL AIRPORT,Tijuana International Airport,4.4,23466
BEG,NIKOLA TESLA AIRPORT,Belgrade Nikola Tesla Airport,3.8,18418
YWG,J.A. RICHARDSON INTL AIRPORT,Winnipeg Richardson International Airport,4.3,2722
SIP,SIMFEROPOL INTERNATIONAL AIRPORT,Simferopol International Airport,3.9,1059
CIA,CIAMPINO AIRPORT,Giovan Battista Pastine International Airport,3.6,10653
VLC,VALENCIA AIRPORT,Valencia Airport,4.0,17272
SDF,INTERNATIONAL-STANDIFORD FIELD AIRPORT,Louisville International Airport,4.3,4917
ACE,LANZAROTE AIRPORT,Lanzarote Airport,4.1,12324
TUL,TULSA INTERNATIONAL AIRPORT,Tulsa International Airport,4.4,3645
PMO,PUNTA RAISI AIRPORT,Palermo Airport,3.6,16365
TUS,TUCSON INTERNATIONAL AIRPORT,Tucson International Airport,4.5,4075
RIC,RICHMOND INTERNATIONAL AIRPORT,Richmond International Airport,4.3,4998
BOI,BOISE AIR TERMINAL (GOWEN FIELD),Boise Airport,4.5,4066
YHZ,STANFIELD INTERNATIONAL AIRPORT,Halifax Stanfield International Airport,4.4,3563
GEG,SPOKANE INTERNATIONAL AIRPORT,Spokane International Airport,4.3,3289
PSA,GALILEO GALILEI AIRPORT,Pisa International Airport,3.3,12026
MLA,LUQA AIRPORT,Malta International Airport,4.3,18038
BHM,SHUTTLESWORTH INTERNATIONAL AIRPORT,Birmingham-Shuttlesworth International Airport,4.2,3322
LCA,LARNACA AIRPORT,Larnaka International Airport,4.1,12232
KEF,KEFLAVIK INTERNATIONAL AIRPORT,Keflavík International Airport,3.9,10089
BIO,BILBAO AIRPORT,Bilbao Airport,4.1,9190
CHS,CHARLESTON INTERNATIONAL/AFB,Charleston International Airport,4.4,4596
ORF,NORFOLK INTERNATIONAL AIRPORT,Norfolk International Airport,4.3,5549
AER,SOCHI INTERNATIONAL,Sochi International Airport,4.3,25383
NTE,NANTES ATLANTIQUE AIRPORT,Nantes Atlantique Airport,3.2,9455
SOF,SOFIA AIRPORT,Sofia International Airport,3.6,16250
LPL,JOHN LENNON AIRPORT,Liverpool John Lennon Airport,4.0,6711
YTZ,BILLY BISHOP CITY AIRPORT,Billy Bishop Toronto City Airport,4.4,2481
SVQ,SEVILLA AIRPORT,Seville Airport,3.8,15056
BVA,BEAUVAIS-TILLE AIRPORT,Paris Beauvais Airport,2.6,20829
ALB,ALBANY INTERNATIONAL AIRPORT,Albany International Airport,4.2,2887
BFS,BELFAST INTERNATIONAL AIRPORT,Belfast International Airport,3.4,5264
TFN,TENERIFE-NORTE,Tenerife North Airport,4.2,11923
HER,NIKOS KAZANTZAKIS AIRPORT,Heraklion International Airport N. Kazantzakis,2.6,26357
KRK,J. PAUL II BALICE INTERNATIONAL AIRPORT,Międzynarodowy Port Lotniczy im. Jana Pawła II Kraków-Balice,4.0,14170
EIN,EINDHOVEN AIRPORT,Eindhoven Airport,3.8,15906
BRI,PALESE AIRPORT,Bari International Airport-Karol Wojtyla,4.1,13320
TRN,CASELLE AIRPORT,Torino Airport,4.0,9761
FUE,FUERTEVENTURA AIRPORT,Fuerteventura Airport,4.3,13809
NCL,NEWCASTLE INTERNATIONAL AIRPORT,Newcastle International Airport,4.0,4663
GDN,LECH WALESA AIRPORT,Gdansk Lech Walesa Airport,4.4,13914
MHT,MANCHESTER-BOSTON REGIONAL AIRPORT,Manchester-Boston Regional Airport,4.6,1908
CAG,ELMAS AIRPORT,Cagliari Elmas Airport,4.0,9203
ABZ,DYCE AIRPORT,Aberdeen International Airport,3.6,1794
ROC,GREATER ROCHESTER INTERNATIONAL AIRPORT,Rochester Airport,4.7,82
GRR,GERALD R. FORD INTL AIRPORT,Gerald R. Ford International Airport,4.5,4664
EMA,EAST MIDLANDS AIRPORT,East Midlands Airport,3.4,2968
NUE,NUREMBERG AIRPORT,Nuremberg Airport,4.2,8193
GYD,HEYDAR ALIYEV INTERNATIONAL AIRPORT,Heydar Aliyev International Airport,4.3,5283
LBA,LEEDS/BRADFORD AIRPORT,Leeds Bradford Airport,3.2,5971
KRR,PASHKOVSKY AIRPORT,Krasnodar International Airport,3.9,8501
VNO,VILNIUS INTERNATIONAL AIRPORT,Vilnius International Airport,4.2,10122
TOS,TROMSO/LANGNES AIRPORT,Tromsø Airport,3.6,2909
ECN,ERCAN AIRPORT,Ercan International Airport,3.9,4470
KOA,KEAHOLE AIRPORT,Kona International Airport,4.0,4022
CAK,REGIONAL AIRPORT,Akron-Canton Airport,4.6,1554
ZAG,PLESO AIRPORT,Franjo Tuđman International Airport Zagreb,4.1,10622
BHD,GEORGE BEST CITY AIRPORT,Belfast City Airport,4.1,2806
LUX,LUXEMBOURG AIRPORT,Luxembourg Airport,4.2,7923
LIT,B. AND H. CLINTON NATIONAL AIRPORT,Bill and Hillary Clinton National Airport,3.9,2564
DSM,DES MOINES INTERNATIONAL AIRPORT,Des Moines International Airport,4.3,2795
BMA,BROMMA AIRPORT,Bromma Stockholm Airport,4.0,1024
DAY,JAMES M. COX INTERNATIONAL AIRPORT,Dayton International Airport,4.4,2149
LIH,LIHUE AIRPORT,Lihue Airport,4.1,2195
BRE,BREMEN AIRPORT,Bremen Airport,4.0,3875
BOO,BODO AIRPORT,Bodø Airport,4.0,1095
ICT,DWIGHT D. EISENHOWER AIRPORT,Wichita Dwight D. Eisenhower National Airport,4.5,2493
MSQ,MINSK INTERNATIONAL,National Airport Minsk,4.1,4982
GSP,GREENVILLE-SPARTANBURG INTERNATIONAL AIRPORT,Greenville-Spartanburg International Airport,4.5,3610
RHO,DIAGORAS AIRPORT,Διεθνής Αερολιμένας Ρόδου Διαγόρας,3.8,13880
ISP,LONG ISLAND MACARTHUR AIRPORT,Long Island MacArthur Airport,4.3,925
FLR,PERETOLA AIRPORT,Amerigo Vespucci Airport,3.1,6041
PWM,PORTLAND INTERNATIONAL JETPORT,Portland International Jetport,4.4,2471
LGB,DAUGHERTY FIELD AIRPORT,Long Beach Airport,4.6,4086
MAF,MIDLAND INTERNATIONAL AIRPORT,Midland International Air & Space Port,4.1,1420
WMI,MODLIN AIRPORT,Warsaw Modlin Airport,3.0,12056
HHN,HAHN AIRPORT,Hahn Airport,2.8,7855
FNC,MADEIRA AIRPORT,Madeira Airport,4.4,13184
YYT,ST JOHN'S INTERNATIONAL AIRPORT,St. John's International Airport,4.2,1250
TLL,LENNART MERI AIRPORT,Tallinn Airport,4.6,7892
BLL,BILLUND AIRPORT,Billund Airport,4.3,6398
MAH,MAHON AIRPORT,Menorca Airport,4.3,6921
